gpssec acc_x(m/s^2) acc_y(m/s^2) acc_z(m/s^2) gyro_x(rad/s) gyro_y(rad/s)  gyro_z(rad/s)
72480.135772 -0.508423 0.128601 -10.051819 -0.002013 -0.000336 -0.002349
72480.145499 -0.532349 0.134583 -10.045837 -0.001007 0.000671 -0.000336
72480.155772 -0.502441 0.197388 -10.039856 -0.001342 0.002684 0.001007
72480.166857 -0.481506 0.188416 -10.045837 -0.002013 0.001678 -0.003020
72480.179357 -0.493469 0.104675 -10.054810 -0.004362 -0.002013 -0.002013
72480.185783 -0.511414 0.107666 -10.060791 -0.003356 0.000336 -0.001678
72480.195768 -0.514404 0.131592 -10.048828 -0.003691 0.002684 -0.004698
72480.205502 -0.484497 0.143555 -10.045837 -0.003020 0.002013 -0.001678
72480.215754 -0.454590 0.179443 -10.051819 -0.003691 0.001342 -0.001678
72480.225486 -0.436646 0.152527 -10.051819 -0.004027 0.001678 -0.002013
72480.235765 -0.460571 0.104675 -10.057800 -0.002684 0.001566 -0.002517
72480.245498 -0.493469 0.155518 -10.072754 -0.002013 0.001454 -0.003020
72480.255752 -0.499451 0.173462 -10.024902 -0.003691 0.001342 -0.001007
72480.266838 -0.487488 0.122620 -9.986023 -0.006711 0.000671 0.000336
72480.279335 -0.457581 0.152527 -10.063782 -0.004698 0.002684 -0.001342
72480.285763 -0.433655 0.170471 -10.105652 -0.002684 -0.000671 -0.003356
72480.295749 -0.433655 0.131592 -10.048828 -0.004698 -0.001342 -0.001007
72480.305482 -0.457581 0.134583 -10.003967 -0.003691 -0.001007 -0.000336
72480.315735 -0.493469 0.137573 -10.015930 -0.002349 -0.000671 -0.004362
72480.325493 -0.472534 0.173462 -10.066772 -0.001342 -0.000336 -0.005704
72480.335749 -0.433655 0.212341 -10.063782 -0.001678 0.001007 -0.000336
72480.345478 -0.436646 0.164490 -10.012939 -0.003691 0.001678 0.001007
72480.355731 -0.469543 0.116638 -10.039856 -0.007047 -0.001678 -0.003356
72480.366844 -0.502441 0.152527 -10.099670 -0.006376 0.001342 -0.001007
72480.379315 -0.508423 0.167480 -10.054810 -0.002684 0.002349 -0.001007
72480.385745 -0.475525 0.167480 -9.992004 -0.002349 0.000168 -0.002684
72480.395730 -0.451599 0.188416 -10.018921 -0.002349 -0.002013 -0.004362
72480.405462 -0.472534 0.149536 -10.066772 -0.004362 0.002013 -0.001007
72480.415742 -0.499451 0.152527 -10.081726 -0.002684 -0.001342 -0.000671
72480.425474 -0.511414 0.194397 -10.039856 -0.003356 -0.003691 -0.000336
72480.435727 -0.520386 0.152527 -10.009949 -0.001678 0.001678 -0.005033
72480.445461 -0.508423 0.155518 -10.063782 -0.002349 0.002013 -0.002684
72480.455714 -0.487488 0.212341 -10.072754 -0.003356 0.000336 -0.001342
72480.466798 -0.484497 0.185425 -10.015930 -0.005704 0.000671 -0.001007
72480.479298 -0.505432 0.143555 -10.039856 -0.005369 0.001007 -0.002349
72480.485726 -0.535339 0.149536 -10.069763 -0.002013 0.003691 -0.002349
72480.495712 -0.544312 0.158508 -10.030884 -0.003356 0.000503 -0.001007
72480.505470 -0.490479 0.185425 -10.033875 -0.002349 -0.002684 -0.003356
72480.515722 -0.451599 0.182434 -10.063782 -0.004362 -0.001174 -0.001007
72480.525454 -0.472534 0.143555 -10.063782 -0.003020 0.000336 -0.002349
72480.535708 -0.499451 0.131592 -10.051819 -0.002852 0.000671 -0.004027
72480.545466 -0.508423 0.140564 -10.054810 -0.002684 -0.002349 -0.001342
72480.555719 -0.490479 0.149536 -10.057800 -0.004698 -0.001007 -0.001007
72480.566803 -0.457581 0.170471 -10.036865 -0.003356 0.001342 -0.001007
72480.579302 -0.439636 0.131592 -10.012939 -0.001342 0.001342 -0.001007
72480.585731 -0.448608 0.122620 -10.063782 -0.003020 0.001007 -0.000671
72480.595717 -0.478516 0.170471 -10.102661 -0.005369 0.000839 -0.002013
72480.605450 -0.484497 0.128601 -10.024902 -0.004027 0.000671 -0.004027
72480.615704 -0.481506 0.098694 -9.986023 -0.000671 0.000839 -0.001678
72480.625436 -0.457581 0.167480 -10.087708 -0.003356 0.001007 -0.002349
72480.635714 -0.451599 0.182434 -10.111633 -0.005033 0.002684 0.000336
72480.645448 -0.454590 0.131592 -10.030884 -0.003691 -0.000839 -0.001510
72480.655702 -0.469543 0.125610 -9.983032 -0.002013 -0.004362 -0.003356
72480.666787 -0.499451 0.149536 -10.024902 -0.001007 0.001342 -0.002013
72480.679286 -0.493469 0.179443 -10.072754 -0.004027 0.000671 -0.003691
72480.685714 -0.463562 0.179443 -10.030884 -0.004027 0.001342 -0.002013
72480.695699 -0.448608 0.122620 -10.003967 -0.003020 0.002349 0.000336
72480.705431 -0.475525 0.101685 -10.078735 -0.003020 -0.002684 -0.003691
72480.715711 -0.496460 0.146545 -10.117615 -0.002013 -0.000839 -0.003356
72480.725442 -0.475525 0.161499 -10.033875 -0.003691 0.001007 -0.005033
72480.735697 -0.448608 0.164490 -9.994995 -0.003691 0.000671 -0.004698
72480.745428 -0.448608 0.158508 -10.060791 -0.004362 -0.001342 -0.000336
72480.755682 -0.472534 0.143555 -10.105652 -0.005704 0.003020 -0.000336
72480.766767 -0.514404 0.170471 -10.054810 -0.001678 0.000336 -0.003691
72480.779263 -0.538330 0.173462 -9.986023 -0.002684 -0.000336 -0.003020
72480.785693 -0.529358 0.140564 -10.006958 -0.002013 -0.000671 0.001007
72480.795678 -0.508423 0.176453 -10.087708 -0.001678 0.000839 0.000671
72480.805410 -0.478516 0.200378 -10.087708 -0.005369 0.002349 -0.002013
72480.815690 -0.481506 0.158508 -10.018921 -0.006711 0.000671 -0.004027
72480.825422 -0.502441 0.155518 -10.039856 -0.002684 0.001007 0.000336
72480.835676 -0.532349 0.158508 -10.069763 -0.001342 -0.000671 -0.001007
72480.845409 -0.526367 0.182434 -10.030884 -0.004027 -0.000671 -0.000839
72480.855660 -0.484497 0.203369 -10.006958 -0.002684 0.001678 -0.000671
72480.866747 -0.475525 0.149536 -10.030884 -0.003691 -0.000336 -0.002684
72480.879245 -0.499451 0.104675 -10.066772 -0.002684 0.000224 -0.004698
72480.885674 -0.520386 0.131592 -10.048828 -0.000336 0.000783 -0.003020
72480.895659 -0.511414 0.158508 -10.006958 -0.001678 0.001342 -0.002013
72480.905418 -0.472534 0.176453 -10.027893 -0.003020 0.001510 -0.000671
72480.915671 -0.448608 0.194397 -10.066772 -0.005704 0.001678 -0.001678
72480.925403 -0.475525 0.134583 -10.030884 -0.006711 0.001846 -0.004027
72480.935684 -0.499451 0.134583 -10.027893 -0.003356 0.002013 -0.001342
72480.945390 -0.505432 0.191406 -10.036865 -0.004027 0.000336 0.000336
72480.955668 -0.508423 0.158508 -10.012939 -0.003020 0.001510 0.001007
72480.966754 -0.490479 0.149536 -10.027893 -0.004027 0.002684 -0.001342
72480.979251 -0.463562 0.182434 -10.060791 -0.004027 0.003356 0.000336
72480.985682 -0.439636 0.152527 -10.066772 -0.000671 -0.000671 -0.005033
72480.995635 -0.463562 0.140564 -10.069763 -0.004362 -0.003020 -0.005369
72481.000000 -0.479608 0.141901 -10.060403 -0.004062 -0.002720 -0.004619
72481.005397 -0.499451 0.143555 -10.048828 -0.003691 -0.002349 -0.003691
72481.015659 -0.496460 0.149536 -10.036865 -0.003020 -0.000336 -0.002013
72481.025385 -0.463562 0.185425 -10.051819 -0.003691 0.002684 -0.002684
72481.035634 -0.460571 0.158508 -10.024902 -0.003356 0.002349 -0.000336
72481.045395 -0.475525 0.104675 -10.018921 -0.003020 -0.000671 -0.001678
72481.055659 -0.493469 0.104675 -10.075745 -0.003020 -0.002013 -0.001342
72481.066733 -0.514404 0.125610 -10.084717 -0.002013 0.000671 -0.003020
72481.079231 -0.472534 0.131592 -10.048828 -0.003691 0.001007 -0.001342
72481.085667 -0.442627 0.161499 -10.024902 -0.004698 0.001007 0.001007
72481.095640 -0.466553 0.158508 -10.033875 -0.005369 0.001342 -0.000671
72481.105381 -0.496460 0.149536 -10.066772 -0.002013 0.000671 -0.004362
72481.115635 -0.523376 0.167480 -10.060791 -0.003523 0.000671 -0.002349
72481.125389 -0.529358 0.131592 -10.003967 -0.005033 -0.001678 0.001007
72481.135638 -0.511414 0.125610 -10.012939 -0.003356 -0.002013 -0.001342
72481.145378 -0.481506 0.206360 -10.066772 -0.001678 0.002013 -0.002684
72481.155635 -0.475525 0.197388 -10.036865 -0.007047 0.003020 -0.004362
72481.166713 -0.478516 0.125610 -10.021912 -0.004027 0.001007 -0.003020
72481.179210 -0.508423 0.116638 -10.051819 0.001342 0.002013 -0.000336
72481.185644 -0.520386 0.152527 -10.057800 -0.002013 0.000671 -0.000336
72481.195633 -0.490479 0.200378 -10.048828 -0.003356 -0.000336 -0.001678
72481.205359 -0.457581 0.200378 -10.039856 -0.004362 0.001007 -0.003020
72481.215638 -0.451599 0.146545 -10.048828 -0.004027 0.000336 -0.002349
72481.225370 -0.487488 0.149536 -10.063782 -0.002349 0.000671 -0.000671
72481.235629 -0.502441 0.152527 -10.066772 -0.003691 0.000671 -0.001007
72481.245357 -0.475525 0.152527 -10.051819 -0.003691 0.002349 -0.002349
72481.255638 -0.460571 0.182434 -10.030884 -0.003356 0.001007 -0.002349
72481.266721 -0.463562 0.170471 -10.024902 -0.004698 0.001007 -0.002684
72481.279192 -0.472534 0.146545 -10.045837 -0.003020 0.003356 -0.000336
72481.285628 -0.496460 0.176453 -10.057800 -0.004362 0.002013 -0.001342
72481.295639 -0.490479 0.164490 -10.024902 -0.005033 0.000671 -0.001342
72481.305366 -0.475525 0.119629 -10.015930 -0.004698 -0.002013 -0.002349
72481.315625 -0.466553 0.161499 -10.060791 -0.004027 -0.002349 -0.003691
72481.325351 -0.460571 0.194397 -10.060791 -0.003356 -0.002684 -0.004362
72481.335604 -0.451599 0.152527 -10.036865 -0.004362 -0.001007 -0.003691
72481.345361 -0.475525 0.125610 -10.030884 -0.003356 0.002013 -0.000671
72481.355624 -0.499451 0.149536 -10.030884 -0.002349 0.001342 -0.002181
72481.366701 -0.481506 0.188416 -10.063782 -0.003020 0.002013 -0.003691
72481.379172 -0.457581 0.185425 -10.078735 -0.004698 0.000336 -0.003356
72481.385602 -0.460571 0.137573 -10.045837 -0.004362 -0.003356 -0.000671
72481.395622 -0.472534 0.125610 -10.054810 -0.001678 -0.001007 -0.002349
72481.405344 -0.493469 0.152527 -10.087708 -0.003691 0.001678 -0.002013
72481.415599 -0.499451 0.161499 -10.054810 -0.004027 0.002684 -0.001342
72481.425331 -0.478516 0.182434 -10.009949 -0.001007 0.001342 -0.001342
72481.435585 -0.484497 0.179443 -10.018921 -0.001007 0.001342 -0.002013
72481.445343 -0.511414 0.125610 -10.060791 -0.005033 -0.000336 -0.002684
72481.455596 -0.526367 0.161499 -10.075745 -0.004027 -0.000336 -0.000671
72481.466681 -0.526367 0.197388 -10.006958 -0.005033 0.000671 -0.003020
72481.479180 -0.514404 0.134583 -9.983032 -0.005704 0.000671 -0.001007
72481.485608 -0.508423 0.131592 -10.069763 -0.001678 -0.002349 -0.001007
72481.495594 -0.496460 0.182434 -10.087708 -0.002684 -0.000671 -0.002684
72481.505327 -0.487488 0.158508 -10.009949 -0.002013 0.001678 -0.003020
72481.515577 -0.502441 0.125610 -10.018921 -0.002013 -0.000336 -0.001342
72481.525338 -0.532349 0.137573 -10.069763 -0.005369 -0.001007 -0.002013
72481.535590 -0.508423 0.167480 -10.057800 -0.002349 0.002349 0.000336
72481.545324 -0.463562 0.176453 -10.003967 -0.002013 0.004698 -0.000839
72481.555577 -0.451599 0.155518 -10.012939 -0.004027 0.000671 -0.002013
72481.566669 -0.466553 0.149536 -10.087708 -0.000671 0.000839 -0.002013
72481.579161 -0.514404 0.155518 -10.075745 -0.002013 0.001007 -0.001007
72481.585588 -0.526367 0.137573 -9.994995 -0.006376 0.000336 -0.002349
72481.595574 -0.469543 0.164490 -10.009949 -0.002349 -0.001342 -0.004698
72481.605307 -0.442627 0.188416 -10.063782 -0.003356 -0.001678 -0.002013
72481.615586 -0.445618 0.140564 -10.051819 -0.005033 0.001007 -0.001342
72481.625319 -0.463562 0.143555 -10.045837 0.000671 -0.000336 -0.002181
72481.635573 -0.478516 0.179443 -10.069763 -0.001342 -0.001007 -0.003020
72481.645305 -0.487488 0.116638 -10.048828 -0.006376 0.001007 -0.004027
72481.655584 -0.463562 0.119629 -10.039856 -0.003691 0.001342 0.003020
72481.666647 -0.436646 0.200378 -10.060791 -0.002349 0.000336 0.000336
72481.679141 -0.433655 0.161499 -10.075745 -0.003691 0.000336 -0.003020
72481.685571 -0.445618 0.128601 -10.078735 -0.003020 -0.000671 -0.004027
72481.695555 -0.469543 0.137573 -10.048828 -0.003691 0.000336 -0.000336
72481.705287 -0.484497 0.140564 -10.036865 -0.004698 0.003020 -0.001007
72481.715567 -0.475525 0.185425 -10.057800 -0.004362 0.001174 -0.001678
72481.725299 -0.457581 0.197388 -10.042847 -0.003691 -0.000671 -0.003020
72481.735552 -0.472534 0.131592 -10.015930 -0.001007 0.001007 -0.003691
72481.745285 -0.493469 0.110657 -10.057800 -0.002013 0.002684 -0.003691
72481.755565 -0.511414 0.146545 -10.087708 -0.005704 0.001678 -0.001007
72481.766648 -0.496460 0.167480 -10.045837 -0.004027 -0.001678 -0.000839
72481.779146 -0.466553 0.179443 -10.024902 -0.003691 -0.000336 -0.000671
72481.785576 -0.472534 0.152527 -10.042847 -0.002013 0.001342 -0.002013
72481.795562 -0.499451 0.143555 -10.078735 -0.003020 0.002684 -0.003691
72481.805294 -0.526367 0.176453 -10.054810 -0.002013 0.001342 -0.002684
72481.815547 -0.535339 0.134583 -9.977051 -0.003691 0.002013 -0.001007
72481.825281 -0.517395 0.110657 -9.994995 -0.004027 -0.000336 -0.001678
72481.835558 -0.493469 0.161499 -10.087708 -0.002013 -0.001846 -0.003020
72481.845293 -0.475525 0.158508 -10.090698 -0.005033 -0.003356 -0.001007
72481.855543 -0.487488 0.134583 -10.018921 -0.004027 -0.000671 -0.000336
72481.866638 -0.511414 0.146545 -10.006958 -0.003020 0.002684 -0.002349
72481.879129 -0.520386 0.155518 -10.045837 -0.002349 0.000336 -0.000336
72481.885557 -0.490479 0.191406 -10.066772 -0.002684 -0.000336 -0.002013
72481.895545 -0.457581 0.203369 -10.033875 -0.002349 0.001342 -0.001007
72481.905276 -0.454590 0.134583 -10.018921 -0.002684 0.000671 -0.003020
72481.915528 -0.490479 0.104675 -10.069763 -0.003691 0.002684 -0.003356
72481.925287 -0.514404 0.143555 -10.087708 -0.005033 0.000336 -0.000671
72481.935540 -0.499451 0.155518 -10.024902 -0.002349 0.001007 0.001007
72481.945273 -0.448608 0.167480 -10.024902 -0.001678 0.002013 -0.002349
72481.955525 -0.424683 0.158508 -10.069763 -0.004362 -0.000336 -0.004362
72481.966611 -0.457581 0.107666 -10.069763 -0.004362 0.001007 -0.003356
72481.979108 -0.487488 0.131592 -10.060791 0.000671 -0.000503 -0.004698
72481.985538 -0.490479 0.167480 -10.036865 -0.003356 -0.002013 -0.004698
72481.995522 -0.490479 0.140564 -10.012939 -0.006040 -0.001007 -0.002013
72482.000000 -0.483599 0.143316 -10.026699 -0.004959 -0.000389 -0.001705
72482.005255 -0.475525 0.146545 -10.042847 -0.003691 0.000336 -0.001342
72482.015535 -0.454590 0.167480 -10.060791 -0.004027 0.002013 -0.000671
72482.025268 -0.457581 0.134583 -10.039856 -0.003020 0.003020 -0.000671
72482.035521 -0.478516 0.137573 -10.042847 -0.005369 0.001678 -0.002684
72482.045253 -0.499451 0.149536 -10.036865 -0.005704 -0.001007 -0.005033
72482.055506 -0.490479 0.164490 -10.033875 -0.004362 -0.000336 -0.002349
72482.066617 -0.466553 0.203369 -10.048828 -0.002349 -0.001007 0.000336
72482.079089 -0.475525 0.155518 -10.030884 -0.001342 -0.003020 -0.005033
72482.085519 -0.499451 0.107666 -10.018921 -0.001846 0.000671 -0.004698
72482.095503 -0.505432 0.131592 -10.060791 -0.002349 0.001007 -0.002349
72482.105264 -0.514404 0.143555 -10.057800 -0.005704 0.001342 0.001342
72482.115515 -0.487488 0.158508 -10.030884 -0.005369 0.001342 -0.001342
72482.125248 -0.466553 0.170471 -10.027893 -0.004027 -0.000671 -0.001007
72482.135500 -0.478516 0.131592 -10.054810 -0.003691 -0.000336 -0.002349
72482.145261 -0.511414 0.134583 -10.078735 -0.003356 -0.001342 -0.003691
72482.155513 -0.532349 0.170471 -10.039856 -0.003356 -0.001678 -0.002684
72482.166599 -0.520386 0.146545 -9.989014 -0.002684 0.000671 -0.003356
72482.179071 -0.496460 0.137573 -10.045837 -0.001678 -0.001678 -0.002684
72482.185498 -0.484497 0.191406 -10.108643 -0.003020 -0.000671 -0.001007
72482.195485 -0.469543 0.173462 -10.045837 -0.003356 0.002349 -0.004027
72482.205243 -0.481506 0.137573 -10.015930 -0.004027 0.000336 -0.000671
72482.215496 -0.520386 0.149536 -10.063782 -0.002349 0.003691 -0.000671
72482.225229 -0.520386 0.167480 -10.078735 -0.003020 0.000336 0.001007
72482.235483 -0.481506 0.209351 -10.033875 -0.006040 -0.002684 -0.001510
72482.245241 -0.448608 0.197388 -10.018921 -0.005033 0.000336 -0.004027
72482.255493 -0.445618 0.131592 -10.060791 -0.002684 -0.001007 -0.003356
72482.266579 -0.466553 0.128601 -10.096680 -0.001342 -0.000671 -0.004027
72482.279077 -0.481506 0.143555 -10.072754 -0.002349 0.003020 -0.002684
72482.285507 -0.469543 0.134583 -10.030884 -0.004362 0.001007 0.000336
72482.295490 -0.448608 0.167480 -10.030884 -0.003020 0.003691 -0.001342
72482.305224 -0.445618 0.149536 -10.039856 -0.005704 0.001342 -0.003356
72482.315477 -0.466553 0.107666 -10.051819 -0.004362 -0.002349 -0.001342
72482.325235 -0.493469 0.149536 -10.051819 -0.003691 -0.001790 -0.001678
72482.335488 -0.505432 0.158508 -10.018921 -0.002684 -0.001230 -0.003020
72482.345219 -0.478516 0.116638 -10.015930 0.001007 -0.000671 -0.001846
72482.355475 -0.448608 0.149536 -10.066772 -0.003020 0.000671 -0.000671
72482.366585 -0.439636 0.173462 -10.075745 -0.006711 0.000559 -0.004027
72482.379056 -0.448608 0.140564 -10.039856 -0.002684 0.000447 -0.004698
72482.385486 -0.487488 0.122620 -10.027893 -0.000336 0.000336 -0.002013
72482.395472 -0.520386 0.119629 -10.021912 -0.006711 -0.000671 0.000671
72482.405205 -0.508423 0.167480 -10.042847 -0.004027 0.000168 -0.000671
72482.415483 -0.469543 0.209351 -10.057800 -0.000336 0.001007 -0.004362
72482.425217 -0.466553 0.167480 -10.036865 -0.004362 0.000671 -0.002349
72482.435468 -0.478516 0.128601 -10.048828 -0.004698 -0.002013 -0.002684
72482.445202 -0.517395 0.146545 -10.069763 -0.002013 0.000839 -0.002013
72482.455455 -0.526367 0.143555 -10.054810 -0.003356 0.003691 -0.004362
72482.466567 -0.478516 0.185425 -10.027893 -0.002684 0.000336 -0.001678
72482.479039 -0.451599 0.200378 -10.030884 -0.003691 0.001007 -0.001007
72482.485467 -0.469543 0.134583 -10.060791 -0.002349 0.000671 -0.000336
72482.495452 -0.490479 0.146545 -10.081726 -0.001007 -0.001678 -0.003691
72482.505211 -0.517395 0.188416 -10.036865 -0.001678 -0.001007 -0.002013
72482.515465 -0.541321 0.137573 -9.983032 -0.003691 0.001007 -0.000336
72482.525197 -0.511414 0.131592 -10.033875 -0.003691 0.003020 -0.000671
72482.535476 -0.481506 0.182434 -10.075745 -0.002684 0.004027 -0.001678
72482.545209 -0.469543 0.149536 -10.042847 -0.005033 -0.002349 -0.001342
72482.555461 -0.466553 0.131592 -10.027893 -0.005369 -0.000671 -0.003356
72482.566547 -0.493469 0.143555 -10.045837 -0.003691 -0.000336 -0.004698
72482.579019 -0.508423 0.131592 -10.045837 -0.000671 0.000336 -0.001678
72482.585448 -0.466553 0.167480 -10.045837 -0.000336 0.001678 -0.002013
72482.595458 -0.439636 0.185425 -10.054810 -0.003020 0.002684 -0.001678
72482.605191 -0.448608 0.128601 -10.057800 -0.007047 0.000336 -0.000671
72482.615445 -0.442627 0.101685 -10.066772 -0.005369 -0.003356 -0.001678
72482.625177 -0.472534 0.113647 -10.063782 -0.002013 -0.003356 -0.003020
72482.635457 -0.499451 0.131592 -10.051819 -0.003691 0.000336 -0.001678
72482.645189 -0.454590 0.191406 -10.048828 -0.002349 0.002684 0.000671
72482.655443 -0.427673 0.158508 -10.015930 -0.003020 0.002013 -0.002349
72482.666528 -0.448608 0.077759 -10.039856 -0.004698 0.000671 -0.003691
72482.679025 -0.475525 0.131592 -10.096680 -0.001342 0.001007 0.001007
72482.685455 -0.523376 0.167480 -10.045837 -0.005369 0.001342 -0.001342
72482.695439 -0.520386 0.098694 -9.977051 -0.006040 0.000336 -0.002684
72482.705173 -0.478516 0.128601 -10.030884 -0.000671 -0.000671 -0.002349
72482.715424 -0.472534 0.188416 -10.090698 -0.004027 -0.001007 -0.003020
72482.725184 -0.472534 0.140564 -10.057800 -0.006040 -0.001678 -0.002684
72482.735437 -0.478516 0.131592 -10.015930 -0.002684 -0.000503 0.000336
72482.745170 -0.523376 0.143555 -10.033875 -0.002349 0.000671 -0.001678
72482.755423 -0.514404 0.140564 -10.096680 -0.003691 0.001007 -0.004027
72482.766509 -0.454590 0.200378 -10.078735 -0.003356 -0.000336 -0.002013
72482.779007 -0.445618 0.209351 -10.000977 -0.001678 0.001007 0.000671
72482.785435 -0.466553 0.134583 -10.027893 -0.002013 0.000336 0.000671
72482.795421 -0.478516 0.116638 -10.114624 -0.004362 -0.000336 -0.003691
72482.805154 -0.496460 0.137573 -10.096680 -0.004362 -0.001007 -0.003020
72482.815434 -0.496460 0.158508 -10.024902 -0.002684 -0.000671 -0.002349
72482.825166 -0.469543 0.203369 -10.024902 -0.003691 -0.001678 -0.002013
72482.835422 -0.472534 0.185425 -10.030884 -0.003020 0.001342 -0.001342
72482.845151 -0.499451 0.125610 -10.039856 -0.005704 0.003356 -0.000336
72482.855427 -0.511414 0.149536 -10.057800 -0.003356 0.003691 -0.000671
72482.866489 -0.529358 0.170471 -10.015930 -0.002684 0.001678 -0.002013
72482.878987 -0.520386 0.149536 -9.989014 -0.001678 -0.000336 -0.002013
72482.885420 -0.490479 0.176453 -10.051819 -0.003020 0.002517 -0.002013
72482.895401 -0.478516 0.182434 -10.096680 -0.005033 0.005369 -0.002013
72482.905160 -0.463562 0.158508 -10.060791 -0.005033 0.000671 -0.002349
72482.915416 -0.460571 0.185425 -10.009949 -0.003691 0.000336 -0.000336
72482.925145 -0.499451 0.167480 -10.018921 -0.005033 0.000336 -0.001174
72482.935425 -0.517395 0.134583 -10.060791 -0.004027 -0.002684 -0.002013
72482.945156 -0.469543 0.206360 -10.051819 -0.003356 0.003691 -0.001007
